2022-05-01 00:00:00			Acumulado Maio
Total	78409		
Mensal	1306.8166666666666	parcela 1/60	1306.8166666666666
			
2022-06-01 00:00:00			Acumulado Junho
Total	154730.96		
Mensal	2578.849333333333	parcela 2/60	3885.6659999999997
			
2022-07-01 00:00:00			Acumulado Julho
Total	116368.83		
Mensal	1939.4805000000001	parcela 3/60	5825.1465
			
2022-08-01 00:00:00			Acumulado Agosto
Total	43795.59		
Mensal	729.9264999999999	parcela 4/60	6555.072999999999
			
2022-09-01 00:00:00			Acumulado Setembro
Total	20140		
Mensal	335.6666666666667	parcela 5/60	6890.739666666666
			
2022-10-01 00:00:00			Acumulado Outubro
Total	41551		
Mensal	692.5166666666667	parcela 6/60	7583.256333333333
			
2022-11-01 00:00:00			Acumulado Novembro
Total	21722		
Mensal	362.03333333333336	parcela 7/60	7945.289666666667
			
2022-12-01 00:00:00			Acumulado Dezembro
Total	10321		
Mensal	172.01666666666668	parcela 8/60	8117.306333333333
			
2023-01-01 00:00:00			Acumulado Janeiro
Total	-   		
Mensal	-   	parcela 09/60	8117.31
			
Mês	Parcela 	Valor Institucional	
2022-05-01 00:00:00	1	1306.82	
2022-06-01 00:00:00	2	3885.67	
2022-07-01 00:00:00	3	5825.15	
2022-08-01 00:00:00	4	6555.07	
2022-09-01 00:00:00	5	6890.74	
2022-10-01 00:00:00	6	7583.26	
2022-11-01 00:00:00	7	7945.29	
2022-12-01 00:00:00	8	8117.31	
2023-01-01 00:00:00	9	8117.31	
2023-02-01 00:00:00	10	8117.31	
2023-03-01 00:00:00	11	8117.31	
2023-04-01 00:00:00	12	8117.31	
2023-05-01 00:00:00	13	8117.31	
2023-06-01 00:00:00	14	8117.31	
2023-07-01 00:00:00	15	8117.31	
2023-08-01 00:00:00	16	8117.31	
2023-09-01 00:00:00	17	8117.31	
2023-10-01 00:00:00	18	8117.31	
2023-11-01 00:00:00	19	8117.31	
2023-12-01 00:00:00	20	8117.31	
2024-01-01 00:00:00	21	8117.31	
2024-02-01 00:00:00	22	8117.31	
2024-03-01 00:00:00	23	8117.31	
2024-04-01 00:00:00	24	8117.31	
2024-05-01 00:00:00	25	8117.31	
2024-06-01 00:00:00	26	8117.31	
2024-07-01 00:00:00	27	8117.31	
2024-08-01 00:00:00	28	8117.31	
2024-09-01 00:00:00	29	8117.31	
2024-10-01 00:00:00	30	8117.31	
2024-11-01 00:00:00	31	8117.31	
2024-12-01 00:00:00	32	8117.31	
2025-01-01 00:00:00	33	8117.31	
2025-02-01 00:00:00	34	8117.31	
2025-03-01 00:00:00	35	8117.31	
2025-04-01 00:00:00	36	8117.31	
2025-05-01 00:00:00	37	8117.31	
2025-06-01 00:00:00	38	8117.31	
2025-07-01 00:00:00	39	8117.31	
2025-08-01 00:00:00	40	8117.31	
2025-09-01 00:00:00	41	8117.31	
2025-10-01 00:00:00	42	8117.31	
2025-11-01 00:00:00	43	8117.31	
2025-12-01 00:00:00	44	8117.31	
2026-01-01 00:00:00	45	8117.31	
2026-02-01 00:00:00	46	8117.31	
2026-03-01 00:00:00	47	8117.31	
2026-04-01 00:00:00	48	8117.31	
2026-05-01 00:00:00	49	8117.31	
2026-06-01 00:00:00	50	8117.31	
2026-07-01 00:00:00	51	8117.31	
2026-08-01 00:00:00	52	8117.31	
2026-09-01 00:00:00	53	8117.31	
2026-10-01 00:00:00	54	8117.31	
2026-11-01 00:00:00	55	8117.31	
2026-12-01 00:00:00	56	8117.31	
2027-01-01 00:00:00	57		
2027-02-01 00:00:00	58		
2027-03-01 00:00:00	59		
2027-04-01 00:00:00	60		
	Total	437740.1899999999	
